15.3495	19.8303
15.6462	19.8073
15.7946	19.7844
15.9429	19.7431
16.1141	19.6927
16.2967	19.6468
16.4622	19.5917
16.679	19.5046
16.9472	19.3716
17.1641	19.2339
17.3524	19.1284
17.5635	19.0229
17.8545	18.8899
18.02	18.8119
18.2197	18.711
18.3623	18.633
18.5107	18.5688
18.6248	18.5413
18.7389	18.5183
18.8816	18.5183
19.0071	18.5183
19.0414	18.5183
19.1213	18.4908
19.2468	18.445
19.3438	18.3991
19.4579	18.3394
19.5606	18.2431
19.6462	18.1651
19.7261	18.0275
19.7832	17.9312
19.8516	17.8624
19.9315	17.6468
20.0285	17.4358
20.1027	17.3211
20.1883	17.1743
20.2511	17.0505
