# Photo-disintegration with the BB, $T=30$ K
# Z, N, 1/lambda [1/Mpc] for log10(gamma) = 6-14 in 201 steps
1	1	6.43611e-184	2.0473e-167	2.24609e-152	1.14341e-138	3.54074e-126	8.53969e-115	2.01033e-104	5.67727e-95	2.3225e-86	1.63554e-78	2.32209e-71	7.68133e-65	6.75746e-59	1.78366e-53	1.57622e-48	5.14914e-44	6.79919e-40	3.93275e-36	1.07131e-32	1.46745e-29	1.07268e-26	4.41754e-24	1.07699e-21	1.62653e-19	1.58626e-17	1.03766e-15	4.71423e-14	1.53549e-12	3.69126e-11	6.72508e-10	9.51296e-09	1.06808e-07	9.71166e-07	7.28361e-06	4.58166e-05	0.000245438	0.00113537	0.00459312	0.0164389	0.0526025	0.15194	0.399646	0.964887	2.15395	4.47541	8.70756	15.9524	27.6572	45.5875	71.7407	108.203	156.962	219.7	297.593	391.148	500.093	623.346	759.038	904.619	1057	1212.75	1368.24	1519.89	1664.29	1798.38	1919.51	2025.58	2114.98	2186.7	2240.22	2275.54	2293.08	2293.61	2278.23	2248.26	2205.16	2150.54	2086	2013.19	1933.68	1848.99	1760.53	1669.63	1577.45	1485.04	1393.33	1303.11	1215.04	1129.66	1047.41	968.639	893.58	822.405	755.21	692.03	632.851	577.614	526.226	478.566	434.492	393.842	356.448	322.13	290.707	261.997	235.817	211.991	190.346	170.714	152.936	136.857	122.331	109.219	97.3895	86.7214	77.102	68.4294	60.6123	53.5699	47.2313	41.5342	36.4235	31.8501	27.7695	24.1404	20.9245	18.0852	15.588	13.4	11.4901	9.82896	8.38912	7.14522	6.07389	5.15384	4.36584	3.6926	3.11874	2.6306	2.2162	1.86502	1.56789	1.31689	1.10513	0.926699	0.776528	0.650271	0.54422	0.455219	0.380584	0.318043	0.26567	0.221838	0.185175	0.154522	0.128907	0.10751	0.0896433	0.0747296	0.0622849	0.0519032	0.0432448	0.0360254	0.0300071	0.0249911	0.0208112	0.0173286	0.0144275	0.012011	0.00999846	0.00832254	0.00692709	0.00576527	0.00479805	0.0039929	0.00332271	0.00276489	0.00230063	0.00191426	0.00159273	0.00132517	0.00110253	0.000917267	0.000763121	0.000634867	0.000528158	0.000439377	0.000365515	0.000304065	0.000252943	0.000210414	0.000175033	0.000145601	0.000121116	0.000100748	8.3805e-05	6.97107e-05	5.79864e-05	4.82337e-05	4.01211e-05	3.33729e-05
1	2	0	0	0	0	0	0	5.13337e-278	3.30008e-253	1.35912e-230	5.59264e-210	3.44863e-191	4.6124e-174	1.87477e-158	3.15035e-144	2.89809e-131	1.88589e-119	1.09698e-108	7.06295e-99	6.11959e-90	8.53131e-82	2.25372e-74	1.31042e-67	1.92338e-61	8.07647e-56	1.08735e-50	5.20447e-46	9.72244e-42	7.71033e-38	2.79998e-34	4.98543e-31	4.63028e-28	2.37313e-25	7.06581e-23	1.28094e-20	1.47604e-18	1.12451e-16	5.87165e-15	2.17167e-13	5.86315e-12	1.18772e-10	1.85116e-09	2.27141e-08	2.24065e-07	1.81138e-06	1.22132e-05	6.97908e-05	0.000342999	0.00146938	0.00555428	0.0187329	0.0569446	0.157448	0.399253	0.935447	2.03876	4.15829	7.98061	14.4834	24.9665	41.0449	64.5928	97.6336	142.184	200.067	272.717	361.001	465.082	584.341	717.364	861.997	1015.46	1174.48	1335.52	1494.92	1649.08	1794.65	1928.66	2048.57	2152.38	2238.66	2306.51	2355.57	2385.95	2398.19	2393.2	2372.16	2336.47	2287.68	2227.45	2157.45	2079.34	1994.75	1905.22	1812.17	1716.92	1620.67	1524.46	1429.2	1335.69	1244.57	1156.39	1071.57	990.43	913.211	840.065	771.074	706.26	645.595	589	536.363	487.536	442.346	400.596	362.08	326.586	293.904	263.838	236.205	210.844	187.612	166.384	147.047	129.497	113.636	99.364	86.5834	75.193	65.0902	56.1716	48.3342	41.4767	35.5014	30.3147	25.8288	21.9618	18.6388	15.7912	13.3574	11.2822	9.51675	8.01771	6.74725	5.67229	4.76413	3.99796	3.35239	2.80907	2.35227	1.96859	1.6466	1.3766	1.15035	0.960893	0.802338	0.669718	0.558845	0.466195	0.388804	0.324185	0.270247	0.225239	0.187693	0.15638	0.130272	0.108508	0.0903687	0.0752533	0.0626597	0.0521688	0.0434306	0.0361532	0.0300931	0.0250472	0.0208461	0.0173488	0.0144374	0.0120141	0.00999714	0.00831848	0.00692145	0.00575887	0.00479142	0.0039864	0.00331655	0.0027592	0.00229547	0.00190964	0.00158864	0.00132158	0.00109939	0.000914553	0.000760781	0.000632857	0.000526439	0.000437912	0.000364268	0.000303008	0.000252048	0.000209657	0.000174395	0.000145063
2	1	0	0	0	0	0	0	2.01311e-278	1.29416e-253	5.32994e-231	2.19321e-210	1.35241e-191	1.8088e-174	7.35212e-159	1.23544e-144	1.13652e-131	7.39572e-120	4.30192e-109	2.76981e-99	2.39986e-90	3.34564e-82	8.83819e-75	5.13897e-68	7.54278e-62	3.16729e-56	4.26417e-51	2.04101e-46	3.8128e-42	3.02373e-38	1.09806e-34	1.95512e-31	1.81584e-28	9.30665e-26	2.77098e-23	5.02342e-21	5.78852e-19	4.40992e-17	2.30265e-15	8.51651e-14	2.29932e-12	4.65778e-11	7.25957e-10	8.90759e-09	8.78694e-08	7.10353e-07	4.78952e-06	2.73691e-05	0.00013451	0.000576227	0.00217815	0.00734626	0.0223312	0.0617445	0.15657	0.366844	0.799518	1.63072	3.12968	5.67984	9.79093	16.0963	25.331	38.2885	55.7598	78.4598	106.951	141.573	182.39	229.16	281.328	338.049	398.231	460.596	523.751	586.26	646.717	703.807	756.359	803.383	844.096	877.931	904.538	923.775	935.687	940.487	938.528	930.274	916.276	897.144	873.522	846.068	815.437	782.263	747.149	710.658	673.306	635.559	597.828	560.472	523.8	488.068	453.486	420.223	388.404	358.122	329.437	302.381	276.964	253.174	230.98	210.338	191.19	173.468	157.096	141.992	128.072	115.256	103.465	92.6291	82.6836	73.5731	65.2484	57.6653	50.7831	44.5629	38.9662	33.9542	29.4874	25.5255	22.028	18.9545	16.2653	13.9221	11.8881	10.1289	8.61246	7.3093	6.1926	5.23818	4.42439	3.73205	3.14419	2.64597	2.22442	1.86828	1.56782	1.31466	1.10159	0.922456	0.771993	0.645723	0.53984	0.451116	0.37682	0.314642	0.262634	0.219154	0.182821	0.152472	0.127131	0.105979	0.0883286	0.0736048	0.0613254	0.0510869	0.042552	0.0354386	0.029511	0.0245724	0.0204583	0.0170316	0.0141777	0.0118012	0.0098224	0.00817493	0.00680341	0.00566172	0.00471141	0.00392044	0.00326214	0.00271429	0.00225837	0.00187898	0.00156329	0.00130061	0.00108204	0.000900182	0.000748877	0.000622994	0.000518264	0.000431134	0.000358647	0.000298345	0.000248179	0.000206446	0.00017173	0.00014285	0.000118826	9.8842e-05	8.22182e-05	6.839e-05	5.68872e-05
2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20568e-288	2.88498e-262	8.47532e-239	2.09332e-217	6.62146e-198	3.93848e-180	6.25572e-164	3.65552e-149	1.05321e-135	1.95531e-123	2.98713e-112	4.69408e-102	9.29778e-93	2.7923e-84	1.50335e-76	1.68902e-69	4.54506e-63	3.32057e-57	7.38424e-52	5.54906e-47	1.55066e-42	1.75894e-38	8.77461e-35	2.07118e-31	2.4727e-28	1.5864e-25	5.779e-23	1.25662e-20	1.70679e-18	1.50903e-16	9.01683e-15	3.76774e-13	1.13576e-11	2.54089e-10	4.32909e-09	5.75103e-08	6.08634e-07	5.23269e-06	3.72047e-05	0.000222349	0.00113363	0.00499775	0.0192882	0.0659022	0.201394	0.555633	1.3958	3.21755	6.85456	13.5831	25.186	43.935	72.4619	113.51	169.589	242.586	333.407	441.709	565.78	702.599	848.042	997.222	1144.89	1285.85	1415.35	1529.33	1624.69	1699.34	1752.23	1783.25	1793.13	1783.28	1755.62	1712.4	1656.05	1589.05	1513.82	1432.64	1347.61	1260.55	1173.08	1086.54	1002.02	920.389	842.309	768.25	698.525	633.309	572.666	516.565	464.903	417.52	374.211	334.742	298.86	266.303	236.813	210.138	186.042	164.309	144.74	127.155	111.391	97.2995	84.7416	73.5891	63.7205	55.0205	47.3797	40.6943	34.8661	29.8033	25.42	21.6371	18.3823	15.5895	13.1995	11.1591	9.42104	7.94354	6.68992	5.62809	4.73013	3.97186	3.33239	2.79377	2.34059	1.95968	1.63982	1.37144	1.14644	0.957927	0.800094	0.668022	0.557565	0.465231	0.388079	0.32364	0.269839	0.224934	0.187466	0.156211	0.130147	0.108415	0.0903005	0.0752033	0.0626233	0.0521424	0.0434116	0.0361397	0.0300836	0.0250406	0.0208416	0.0173458	0.0144355	0.012013	0.00999651	0.0083182	0.00692141	0.00575898	0.00479162	0.00398665	0.00331682	0.00275948	0.00229574	0.00190989	0.00158887	0.00132178	0.00109958	0.000914714	0.000760922	0.00063298	0.000526545	0.000438003	0.000364347	0.000303075	0.000252105	0.000209705	0.000174436	0.000145097	0.000120693	0.000100393
3	3	0	0	0	1.93365e-277	1.24317e-252	5.12092e-230	2.10812e-209	1.30114e-190	1.74338e-173	7.10973e-158	1.20152e-143	1.11546e-130	7.36003e-119	4.36669e-108	2.88724e-98	2.58701e-89	3.75275e-81	1.03585e-73	6.29934e-67	9.64074e-61	4.19005e-55	5.77269e-50	2.78693e-45	5.16681e-41	3.99954e-37	1.39549e-33	2.35378e-30	2.04606e-27	9.71821e-25	2.66054e-22	4.40813e-20	4.62148e-18	3.19298e-16	1.50868e-14	5.04275e-13	1.22971e-11	2.25022e-10	3.17012e-09	3.5199e-08	3.14684e-07	2.30989e-06	1.41718e-05	7.38678e-05	0.000332017	0.00130456	0.00453723	0.0141288	0.0398073	0.102454	0.243005	0.535438	1.10402	2.14434	3.94673	6.91998	11.6123	18.7257	29.1188	43.794	63.8648	90.5022	124.865	168.021	220.878	284.132	358.244	443.445	539.762	647.031	764.88	892.678	1029.43	1173.66	1323.31	1475.72	1627.6	1775.24	1914.64	2041.82	2153.09	2245.3	2316.04	2363.76	2387.84	2388.54	2366.93	2324.73	2264.2	2187.93	2098.69	1999.33	1892.59	1781.07	1667.11	1552.79	1439.89	1329.87	1223.89	1122.86	1027.39	937.902	854.618	777.594	706.758	641.934	582.865	529.237	480.695	436.854	397.31	361.653	329.469	300.352	273.909	249.779	227.633	207.193	188.23	170.569	154.085	138.695	124.349	111.018	98.6854	87.3383	76.9603	67.5283	59.0107	51.3672	44.5498	38.5043	33.1724	28.4937	24.4076	20.8544	17.7768	15.121	12.8367	10.8779	9.20292	7.77415	6.55822	5.52555	4.65019	3.90944	3.28357	2.75552	2.31058	1.93609	1.62123	1.35677	1.13484	0.948738	0.792798	0.662217	0.552938	0.461534	0.38512	0.321267	0.267931	0.223398	0.186226	0.15521	0.129336	0.107758	0.0897663	0.0747687	0.0622691	0.0518534	0.0431755	0.0359465	0.0299253	0.0249108	0.0207351	0.0172582	0.0143635	0.0119537	0.00994767	0.00827793	0.00688818	0.00573154	0.00476896	0.00396791	0.00330133	0.00274666	0.00228512	0.0019011	0.00158159	0.00131575	0.00109458	0.000910567	0.000757482	0.000630127	0.000524177	0.000436038	0.000362715	0.00030172	0.00025098	0.000208771	0.00017366	0.000144453
3	4	1.5912e-205	4.43223e-187	2.87179e-170	6.02745e-155	5.54344e-141	2.94321e-128	1.16019e-116	4.27222e-106	1.81248e-96	1.07297e-87	1.05589e-79	2.02707e-72	8.78734e-66	9.83185e-60	3.20763e-54	3.41022e-49	1.30715e-44	1.97996e-40	1.28788e-36	3.87877e-33	5.79119e-30	4.56049e-27	2.00398e-24	5.17246e-22	8.21745e-20	8.38606e-18	5.71615e-16	2.69686e-14	9.0986e-13	2.26138e-11	4.25432e-10	6.20947e-09	7.19038e-08	6.74057e-07	5.20954e-06	3.37431e-05	0.000185898	0.000882797	0.00365756	0.0133671	0.043526	0.127444	0.33839	0.821149	1.83424	3.79668	7.32718	13.2595	22.6185	36.5488	56.1983	82.5746	116.399	157.988	207.191	263.394	325.602	392.584	463.066	535.939	610.469	686.456	764.33	845.155	930.536	1022.41	1122.78	1233.4	1355.42	1489.2	1634.06	1788.28	1949.17	2113.21	2276.34	2434.16	2582.24	2716.38	2832.73	2928.02	2999.65	3045.82	3065.51	3058.58	3025.7	2968.31	2888.51	2788.93	2672.56	2542.62	2402.4	2255.1	2103.74	1951.07	1799.51	1651.13	1507.59	1370.25	1240.08	1117.77	1003.74	898.162	801.042	712.217	631.409	558.251	492.314	433.129	380.204	333.041	291.148	254.043	221.269	192.39	166.999	144.72	125.209	108.151	93.2625	80.2894	69.004	59.2038	50.7084	43.3579	37.0103	31.5395	26.834	22.7948	19.3346	16.3761	13.8515	11.701	9.87244	8.32024	7.00469	5.89136	4.95047	4.15634	3.48688	2.92314	2.44892	2.05039	1.71575	1.43498	1.1996	1.00239	0.837265	0.69909	0.583524	0.486914	0.406185	0.338755	0.282453	0.235458	0.196245	0.163533	0.136251	0.113504	0.0945421	0.078738	0.0655684	0.0545959	0.0454554	0.0378419	0.0315011	0.026221	0.0218244	0.018164	0.0151167	0.01258	0.0104685	0.00871102	0.00724834	0.00603105	0.00501804	0.00417506	0.0034736	0.00288993	0.00240428	0.0020002	0.00166401	0.0013843	0.00115159	0.000957984	0.000796919	0.000662927	0.000551458	0.000458728	0.000381587	0.000317416	0.000264035	0.00021963	0.000182691	0.000151965	0.000126405	0.000105144	8.74589e-05	7.2748e-05	6.05113e-05	5.03327e-05	4.18662e-05
3	5	1.03913e-13	5.34961e-13	2.37864e-12	9.25932e-12	3.19505e-11	9.88538e-11	2.7714e-10	7.10913e-10	1.68362e-09	3.71189e-09	7.67756e-09	1.50053e-08	2.78971e-08	4.9644e-08	8.50495e-08	1.41024e-07	2.27435e-07	3.58353e-07	5.53854e-07	8.42681e-07	1.26609e-06	1.88346e-06	2.78042e-06	4.08058e-06	5.96254e-06	8.68442e-06	1.26194e-05	1.83067e-05	2.65264e-05	3.84055e-05	5.55735e-05	8.03861e-05	0.000116248	0.000168081	0.000242999	0.000351285	0.000507804	0.000734042	0.00106106	0.00153375	0.00221701	0.00320468	0.00463241	0.00669635	0.00968016	0.0139941	0.020232	0.0292532	0.0423026	0.0611856	0.0885236	0.128134	0.185595	0.269124	0.390989	0.569938	0.835664	1.23734	1.85982	2.85301	4.48099	7.19626	11.739	19.2513	31.3845	50.3669	78.9974	120.539	178.505	256.347	357.094	482.982	635.13	813.308	1015.82	1239.54	1480	1731.69	1988.33	2243.22	2489.65	2721.2	2932.06	3117.33	3273.12	3396.69	3486.47	3542.04	3563.99	3553.85	3513.85	3446.82	3355.98	3244.78	3116.76	2975.41	2824.09	2665.95	2503.84	2340.33	2177.63	2017.64	1861.93	1711.75	1568.09	1431.65	1302.94	1182.22	1069.64	965.146	868.602	779.761	698.301	623.847	555.989	494.299	438.35	387.724	342.021	300.865	263.905	230.81	201.273	175.002	151.719	131.161	113.079	97.2327	83.3975	71.361	60.9252	51.9065	44.1364	37.4612	31.7419	26.854	22.686	19.1396	16.128	13.575	11.4145	9.58875	8.04813	6.74973	5.65671	4.73758	3.9654	3.31725	2.77365	2.31807	1.93651	1.61713	1.34996	1.12657	0.939872	0.783907	0.653665	0.544941	0.45421	0.378516	0.315384	0.262741	0.218855	0.182276	0.151793	0.126394	0.105235	0.0876108	0.0729322	0.0607084	0.05053	0.0420556	0.0350005	0.0291274	0.0242387	0.0201697	0.0167831	0.0139647	0.0116191	0.0096673	0.00804313	0.00669166	0.00556716	0.00463153	0.00385307	0.0032054	0.00266656	0.00221827	0.00184532	0.00153506	0.00127694	0.00106222	0.000883598	0.000735006	0.000611398	0.000508574	0.00042304	0.00035189	0.000292704	0.000243473	0.000202521
4	3	1.03833e-13	5.34548e-13	2.3768e-12	9.25212e-12	3.19256e-11	9.87767e-11	2.76924e-10	7.10359e-10	1.68231e-09	3.70902e-09	7.67163e-09	1.49938e-08	2.78758e-08	4.96064e-08	8.49855e-08	1.40919e-07	2.27267e-07	3.5809e-07	5.5345e-07	8.42068e-07	1.26517e-06	1.88209e-06	2.77838e-06	4.07757e-06	5.95811e-06	8.67791e-06	1.26098e-05	1.82928e-05	2.65062e-05	3.83762e-05	5.55313e-05	8.03254e-05	0.000116161	0.000167957	0.000242825	0.000351045	0.000507479	0.000733618	0.00106054	0.00153321	0.00221666	0.00320506	0.00463481	0.00670367	0.00969876	0.0140377	0.0203299	0.0294675	0.0427646	0.0621719	0.0906177	0.132566	0.19497	0.288957	0.432931	0.65833	1.0202	1.61588	2.61594	4.31145	7.17926	11.9617	19.7493	32.0475	50.8013	78.3571	117.345	170.485	240.345	329.066	438.121	568.123	718.705	888.491	1075.14	1275.43	1485.44	1700.7	1916.39	2127.54	2329.25	2516.87	2686.23	2833.74	2956.57	3052.69	3120.93	3160.98	3173.3	3159.06	3120.05	3058.5	2977.01	2878.36	2765.45	2641.19	2508.35	2369.59	2227.31	2083.7	1940.67	1799.86	1662.64	1530.11	1403.14	1282.39	1168.3	1061.15	961.067	868.05	781.987	702.68	629.863	563.219	502.398	447.034	396.757	351.206	310.035	272.916	239.544	209.63	182.905	159.112	138.008	119.36	102.945	88.5508	75.9757	65.0296	55.5346	47.3254	40.25	34.1694	28.958	24.5027	20.7028	17.4688	14.7218	12.3928	10.4215	8.75541	7.34929	6.16409	5.16627	4.32709	3.62202	3.03016	2.53372	2.11764	1.76914	1.47742	1.23337	1.0293	0.858745	0.716259	0.597269	0.497936	0.415039	0.345878	0.288194	0.240093	0.199992	0.166567	0.138713	0.115504	0.0961691	0.0800637	0.06665	0.0554795	0.0461781	0.0384337	0.0319863	0.0266192	0.0221516	0.018433	0.015338	0.0127623	0.0106188	0.008835	0.00735068	0.00611558	0.00508789	0.00423282	0.00352138	0.00292947	0.00243702	0.00202732	0.00168647	0.00140292	0.00116703	0.000970788	0.000807541	0.000671739	0.000558771	0.000464798	0.000386627	0.000321601	0.00026751	0.000222516	0.000185089
4	5	8.39306e-138	2.62623e-125	6.43221e-114	1.54695e-103	4.49255e-94	1.90193e-85	1.39293e-77	2.06154e-70	7.09942e-64	6.46565e-58	1.7494e-52	1.56337e-47	5.08277e-43	6.56663e-39	3.65454e-35	9.43229e-32	1.20781e-28	8.16137e-26	3.07879e-23	6.82652e-21	9.32443e-19	8.18962e-17	4.80954e-15	1.95715e-13	5.70091e-12	1.22442e-10	1.99207e-09	2.5163e-08	2.52372e-07	2.05128e-06	1.3766e-05	7.75855e-05	0.000372974	0.00155117	0.00565395	0.0182772	0.0529735	0.139041	0.333547	0.737504	1.51469	2.91005	5.26336	9.01373	14.691	22.8917	34.2411	49.3434	68.7296	92.8101	121.842	155.92	194.987	238.873	287.34	340.131	397.007	457.763	522.21	590.14	661.274	735.211	811.415	889.26	968.147	1047.7	1128.03	1209.94	1295.17	1386.37	1487	1600.97	1732.16	1883.8	2057.97	2255.11	2473.76	2710.53	2960.27	3216.43	3471.55	3717.81	3947.52	4153.67	4330.25	4472.53	4577.24	4642.55	4668.05	4654.63	4604.25	4519.79	4404.78	4263.19	4099.26	3917.29	3721.52	3515.96	3304.36	3090.1	2876.17	2665.16	2459.24	2260.19	2069.39	1887.91	1716.49	1555.6	1405.45	1266.07	1137.32	1018.91	910.432	811.417	721.331	639.611	565.683	498.983	438.963	385.101	336.903	293.906	255.671	221.786	191.861	165.527	142.436	122.261	104.695	89.4508	76.2648	64.8937	55.116	46.7311	39.5587	33.4377	28.2254	23.7958	20.0382	16.8561	14.1655	11.8939	9.97835	8.36507	7.00784	5.86714	4.90932	4.10572	3.43203	2.86763	2.39509	1.99969	1.66902	1.3926	1.16165	0.968749	0.807697	0.673278	0.561122	0.467568	0.389549	0.324502	0.27028	0.225092	0.187437	0.156066	0.129934	0.108168	0.0900417	0.0749475	0.0623797	0.0519163	0.0432058	0.035955	0.0299197	0.0248965	0.0207158	0.0172366	0.0143413	0.011932	0.00992723	0.00825908	0.0068711	0.00571627	0.00475545	0.00395607	0.00329101	0.00273772	0.00227742	0.00189449	0.00157594	0.00131093	0.00109048	0.000907093	0.000754542	0.000627642	0.000522081	0.000434272	0.00036123	0.000300472	0.000249932
4	6	1.06906e-13	5.50364e-13	2.44712e-12	9.52588e-12	3.28703e-11	1.01699e-10	2.85118e-10	7.31378e-10	1.73209e-09	3.81877e-09	7.89864e-09	1.54374e-08	2.87007e-08	5.10743e-08	8.75003e-08	1.45088e-07	2.33992e-07	3.68685e-07	5.69826e-07	8.66984e-07	1.30261e-06	1.93778e-06	2.86061e-06	4.19826e-06	6.13448e-06	8.93484e-06	1.29832e-05	1.88346e-05	2.72913e-05	3.95129e-05	5.71761e-05	8.27041e-05	0.0001196	0.000172927	0.000250005	0.000361412	0.00052244	0.000755193	0.00109162	0.00157791	0.00228081	0.00329682	0.00476544	0.00688833	0.00995703	0.0143931	0.020806	0.0300772	0.0434819	0.0628652	0.0908983	0.131451	0.190137	0.275106	0.398229	0.57685	0.836483	1.21506	1.76995	2.59017	3.81799	5.68713	8.58696	13.1625	20.454	32.0676	50.3466	78.4929	120.577	181.379	266.036	379.505	525.93	707.98	926.308	1179.2	1462.52	1769.83	2092.9	2422.24	2747.82	3059.74	3348.82	3607.12	3828.29	4007.75	4142.75	4232.27	4276.91	4278.6	4240.38	4166.11	4060.19	3927.32	3772.31	3599.87	3414.49	3220.32	3021.13	2820.24	2620.51	2424.35	2233.74	2050.24	1875.04	1709.01	1552.7	1406.45	1270.35	1144.31	1028.13	921.447	823.851	734.847	653.907	580.488	514.046	454.055	400.012	351.446	307.916	269.013	234.353	203.575	176.341	152.328	131.234	112.77	96.667	82.6708	70.5465	60.0768	51.063	43.3244	36.6978	31.0373	26.213	22.1097	18.6266	15.6749	13.1777	11.0681	9.28838	7.78881	6.52671	5.46559	4.57428	3.82625	3.19897	2.67332	2.23312	1.86471	1.55654	1.29889	1.08359	0.903733	0.753551	0.628191	0.523582	0.436314	0.363531	0.302844	0.252253	0.210088	0.17495	0.145674	0.121286	0.100972	0.0840536	0.069965	0.058234	0.048467	0.040336	0.0335673	0.0279333	0.0232439	0.019341	0.0160929	0.0133898	0.0111405	0.00926878	0.00771134	0.00641546	0.00533725	0.00444016	0.0036938	0.00307285	0.00255625	0.00212647	0.00176893	0.00147149	0.00122405	0.00101821	0.000846983	0.000704543	0.000586053	0.000487488	0.000405498	0.000337296	0.000280564	0.000233373
