16.6495	7.99912e+18	0	0	1.27565e+17	1.27565e+17
16.7484	7.04106e+18	0	0	1.68438e+17	1.68438e+17
16.8473	6.17308e+18	0	0	1.96914e+17	1.96914e+17
16.9487	5.5875e+18	0	0	2.33495e+17	2.33495e+17
17.0476	4.93793e+18	0	0	2.45685e+17	2.45685e+17
17.149	4.43401e+18	0	0	3.07751e+17	3.07751e+17
17.2479	4.84047e+18	0	0	3.83288e+17	3.83288e+17
17.3493	4.54136e+18	0	0	4.61549e+17	4.61549e+17
17.4482	4.04553e+18	0	0	5.34392e+17	5.34392e+17
17.5496	4.68853e+18	0	0	6.98929e+17	6.98929e+17
17.698	3.91854e+18	0	0	6.08602e+17	6.08602e+17
17.8983	3.87195e+18	0	0	8.92634e+17	8.92634e+17
18.0986	3.72063e+18	0	0	1.3092e+18	1.3092e+18

