15.2968	19.8303
15.3596	19.8303
15.4167	19.8303
15.4452	19.8303
15.4795	19.8303
15.5251	19.8257
15.5879	19.8165
15.7534	19.789
15.976	19.7339
16.1073	19.6972
16.2215	19.6697
16.2557	19.656
16.3527	19.6239
16.4498	19.5917
16.5468	19.555
16.6553	19.5138
16.7466	19.4679
16.8379	19.4266
16.9463	19.367
17.0491	19.3073
17.1461	19.2523
17.2489	19.1881
17.3516	19.133
17.4543	19.0734
17.5514	19.0275
17.6484	18.9862
17.7454	18.9404
17.8482	18.8945
17.9509	18.8486
18.0479	18.8028
18.1393	18.7615
18.242	18.7018
18.3505	18.6422
18.4418	18.5963
18.5445	18.555
18.653	18.5367
18.7443	18.5183
18.8527	18.5183
18.9498	18.5183
19.0525	18.5229
19.1495	18.4817
19.2466	18.4495
19.3493	18.3945
19.4463	18.3486
19.5491	18.2523
19.6518	18.1651
19.7489	17.9771
19.8459	17.867
19.9486	17.5872
20.0457	17.4083
20.1484	17.2477
20.2397	17.0642
